epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,12216,0.70549,0.44103,0.87123,0.95703,0.87915,0.95592,0.79224,0.66962,0.39861,0.85613,0.004522,0.004522,0.004522
168,12289.5,0.70092,0.43774,0.87086,0.95514,0.87765,0.95633,0.7933,0.66916,0.39822,0.85603,0.004489,0.004489,0.004489
169,12362.2,0.69946,0.43486,0.86907,0.95137,0.88008,0.95623,0.79359,0.66851,0.39765,0.85564,0.004456,0.004456,0.004456
170,12435,0.7016,0.43689,0.87132,0.95042,0.87893,0.95615,0.79386,0.66824,0.39692,0.85543,0.004423,0.004423,0.004423
171,12508.4,0.70247,0.43708,0.87064,0.95003,0.87903,0.95605,0.79373,0.66819,0.39688,0.8555,0.00439,0.00439,0.00439
172,12585.2,0.69972,0.4388,0.87033,0.95257,0.87808,0.95631,0.79224,0.66842,0.39702,0.85536,0.004357,0.004357,0.004357
173,12662.2,0.69985,0.4361,0.87119,0.95394,0.87744,0.95699,0.79357,0.66794,0.39662,0.8553,0.004324,0.004324,0.004324
174,12736.4,0.70027,0.43608,0.86829,0.95601,0.87764,0.95665,0.79318,0.66773,0.39626,0.85527,0.004291,0.004291,0.004291
175,12809.3,0.69853,0.43598,0.87048,0.95614,0.87601,0.95654,0.79338,0.66746,0.39637,0.85523,0.004258,0.004258,0.004258
176,12883.7,0.69179,0.43213,0.86837,0.95686,0.87683,0.95635,0.7925,0.66691,0.3958,0.85523,0.004225,0.004225,0.004225
177,12956.5,0.69341,0.43332,0.86847,0.95461,0.87916,0.95666,0.7936,0.66632,0.39548,0.85532,0.004192,0.004192,0.004192
178,13029.3,0.6921,0.43216,0.86806,0.956,0.87937,0.95686,0.79291,0.66584,0.39504,0.8552,0.004159,0.004159,0.004159
179,13104.2,0.68908,0.43018,0.8666,0.95264,0.88024,0.95662,0.79281,0.66522,0.39437,0.85506,0.004126,0.004126,0.004126
180,13178.6,0.68728,0.43103,0.86817,0.95185,0.8808,0.95694,0.79477,0.66453,0.39366,0.85466,0.004093,0.004093,0.004093
181,13254.7,0.68596,0.4276,0.86577,0.95211,0.8805,0.95703,0.79449,0.66404,0.39341,0.85457,0.00406,0.00406,0.00406
182,13328.3,0.688,0.42868,0.86656,0.95211,0.88086,0.9568,0.79465,0.66342,0.39312,0.85464,0.004027,0.004027,0.004027
183,13401.1,0.6861,0.42781,0.86668,0.95218,0.87994,0.95683,0.79334,0.66309,0.39287,0.85458,0.003994,0.003994,0.003994
184,13474.7,0.68595,0.42764,0.86549,0.95252,0.88059,0.95701,0.79337,0.66279,0.39271,0.85445,0.003961,0.003961,0.003961
185,13549.9,0.68296,0.42438,0.86678,0.9531,0.88274,0.95708,0.79456,0.66292,0.39213,0.85433,0.003928,0.003928,0.003928
186,13624.2,0.68621,0.42725,0.86707,0.9542,0.8826,0.95736,0.79419,0.66269,0.3919,0.85427,0.003895,0.003895,0.003895
187,13699.6,0.68513,0.42681,0.86383,0.95734,0.88225,0.95754,0.79405,0.66223,0.39202,0.85402,0.003862,0.003862,0.003862
